,BOROUGH,NEIGHBORHOOD,BUILDING.CLASS.CATEGORY,ADDRESS,ZIP.CODE,LAND.SQUARE.FEET,SALE.PRICE,SALE.DATE,Latitude,Longtitude
2688,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,35 EVANS STREET,10314,3161.0,525000,2016-02-17,40.5876042,-74.1496591
2689,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,21 KELLY BOULEVARD,10314,2200.0,450000,2016-06-13,40.5896186,-74.1511446568
2690,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,17 KELLY BOULEVARD,10314,2267.0,500000,2016-04-29,40.58971905,-74.15104795
2691,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,189 KEATING PLACE,10314,2860.0,561000,2016-07-01,40.5907612,-74.1570663114
2692,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,141 KEATING PLACE,10314,2750.0,468000,2015-10-19,40.59165295,-74.1561858037
2693,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,1110 ROCKLAND AVENUE,10314,2580.0,552500,2015-11-02,40.5916707,-74.15415
2694,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,241 MONAHAN AVENUE,10314,2552.0,455000,2016-03-18,40.5910046,-74.1535918859
2695,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,273 MONAHAN AVENUE,10314,2580.0,450000,2016-08-12,40.59140645,-74.1543079
2696,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,493 TRAVIS AVENUE,10314,2574.0,365000,2016-05-23,40.59052065,-74.1573304435
2697,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,169 BRAISTED AVENUE,10314,2500.0,450000,2016-01-28,40.5908329286,-74.1550665833
2698,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,284 MONAHAN AVENUE,10314,2350.0,422000,2016-01-20,40.59128205,-74.1548966
2699,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,214 BRAISTED AVENUE,10314,2400.0,455000,2016-06-16,40.5908264,-74.1556736
2700,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,51 DENKER PLACE,10314,2400.0,290000,2015-10-23,40.58971645,-74.15355635
2701,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,381 TRAVIS AVENUE,10314,2280.0,540000,2016-04-13,40.58904775,-74.1547387363
2702,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,156 MC VEIGH AVENUE,10314,2272.0,480000,2016-03-25,40.5893899,-74.1546902463
2703,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,77 DENKER PLACE,10314,2483.0,462000,2016-06-01,40.58914245,-74.1541100242
2704,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,85 DENKER PLACE,10314,2277.0,436000,2016-04-21,40.5890049,-74.15424285
2705,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,82 STEPHEN LOOP,10314,3145.0,527000,2016-04-06,40.5903939,-74.1640014196
2706,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,71 STEPHEN LOOP,10314,3215.0,550000,2016-08-31,40.58996705,-74.1640244182
2707,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,33 VASSAR STREET,10314,2600.0,405000,2016-03-11,40.5887704,-74.1590801241
2708,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,148 NEHRING AVENUE,10314,4620.0,615000,2016-08-10,40.5886716,-74.15859875
2709,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,164 NEHRING AVENUE,10314,5830.0,488000,2016-08-31,40.5883186,-74.1590037466
2710,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,19 PURDUE STREET,10314,2400.0,440000,2016-02-03,40.5866625,-74.1599791575
2711,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,126 ROCKNE STREET,10314,2600.0,490000,2015-10-09,40.5854092,-74.1607279246
2712,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,280 TRAVIS AVENUE,10314,3404.0,430000,2016-04-15,40.58705485,-74.15222135
2713,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,262 TRAVIS AVENUE,10314,3105.0,549000,2016-07-29,40.5867064,-74.1515831
2714,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,30 LILLIE LANE,10314,1654.0,480000,2016-07-21,40.5840184,-74.14970595
2715,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,333 KLONDIKE AVENUE,10314,3920.0,520000,2016-07-25,40.58488985,-74.1493947479
2716,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,205 LEWISTON STREET,10314,2600.0,375000,2015-10-09,40.5834516,-74.1521885145
2717,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,64 SHALE STREET,10314,2200.0,405000,2015-11-19,40.5837281,-74.1513434471
2718,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,74 SHALE STREET,10314,2200.0,410000,2016-02-01,40.5835401,-74.1515316084
2719,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,187 KELLY BOULEVARD,10314,3000.0,518000,2015-12-17,40.5853373,-74.1553131959
2720,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,159 KELLY BOULEVARD,10314,4000.0,564900,2016-02-26,40.58590685,-74.1547254533
2721,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,127 ROCKNE STREET,10314,2500.0,397488,2016-06-10,40.5851628,-74.16029985
2722,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,127 ROCKNE STREET,10314,2500.0,405000,2015-10-07,40.5851628,-74.16029985
2723,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,70 ELWOOD AVENUE,10314,3100.0,380625,2016-02-15,40.5859171,-74.1594768494
2724,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,70 ELWOOD AVENUE,10314,3100.0,348500,2015-10-05,40.5859171,-74.1594768494
2725,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,7 VILLA NOVA STREET,10314,1800.0,418000,2015-10-30,40.584794,-74.158097
2726,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,164 BRIDGETOWN STREET,10314,4200.0,589000,2016-04-28,40.58391755,-74.1562028519
2727,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,137 RICHMOND HILL ROAD,10314,1920.0,355000,2016-05-10,40.58683065,-74.16349755
2728,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,135 RICHMOND HILL ROAD,10314,960.0,280000,2016-03-22,40.5868586,-74.1635545484
2729,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,76 COUNTRY DRIVE SOUTH,10314,1395.0,383000,2016-07-11,40.58766735,-74.1647523776
2730,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,42 COUNTRY DRIVE SOUTH,10314,1450.0,350000,2016-02-17,40.5873784,-74.1642764
2731,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,30 COUNTRY DRIVE SOUTH,10314,1220.0,217875,2016-03-03,40.58711975,-74.16383505
2732,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,16 COUNTRY DRIVE SOUTH,10314,1320.0,325000,2016-02-19,40.58689275,-74.1634346502
2733,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,21 NORTHPORT LANE,10314,1881.0,330000,2016-05-27,40.58397285,-74.1596834024
2734,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,49 WESTPORT STREET,10314,1110.0,335000,2016-01-27,40.58370205,-74.1600179383
2735,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,44 NORTHPORT LANE,10314,3729.0,325000,2015-10-29,40.58397615,-74.1604242004
2736,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,36 NORTHPORT LANE,10314,2120.0,332000,2015-11-11,40.58403185,-74.16021
2737,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,32 WESTPORT LANE,10314,1362.0,380000,2016-09-02,40.5837123,-74.15948365
2738,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,51 LOTT LANE,10314,2590.0,243000,2016-07-21,40.5752661,-74.163877313
2739,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,78 LOTT LANE,10314,2810.0,460000,2016-08-15,40.574611,-74.1639412
2740,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,84 LOTT LANE,10314,2810.0,445000,2016-01-25,40.57449315,-74.16402675
2741,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,45 MERCURY LANE,10314,2937.0,350000,2015-10-19,40.58246895,-74.1570753234
2742,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,7 WELLINGTON COURT,10314,1287.0,354599,2016-03-19,40.58204225,-74.1555787609
2743,STATEN ISLAND,NEWSPRINGVILLE,ONE FAMILY,11 WELLINGTON COURT,10314,1700.0,333000,2015-10-19,40.5819848,-74.1556308407
2744,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,24 ANJALI LOOP,10314,2425.0,418000,2015-10-29,40.5887689,-74.1479160275
2745,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,35 ANJALI LOOP,10314,2530.0,447000,2016-08-31,40.58914225,-74.1480222301
2746,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,1203 ROCKLAND AVENUE,10314,4920.0,555000,2015-12-03,40.5941981,-74.1576190234
2747,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,31 SHEPARD AVENUE,10314,4300.0,680000,2016-08-17,40.59516325,-74.1575422
2748,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,36 SHEPARD AVENUE,10314,4242.0,630000,2016-04-26,40.59506925,-74.15809155
2749,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,2094 RICHMOND AVENUE,10314,27000.0,450000,2016-01-14,40.5963178,-74.1625160601
2750,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,31 BLEEKER PLACE,10314,4982.0,779500,2016-08-04,40.6012296,-74.1645486005
2751,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,30 MULBERRY CIRCLE,10314,4200.0,699900,2015-12-22,40.59880635,-74.1671443463
2752,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,127 PARK DRIVE NORTH,10314,4200.0,650000,2016-07-08,40.59840245,-74.1676394177
2753,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,100 GARY PLACE,10314,2900.0,620000,2016-08-30,40.598633,-74.165261824
2754,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,14 FREEDOM AVENUE,10314,5143.0,508565,2015-11-24,40.59981035,-74.16441455
2755,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,133 ROCKVILLE AVENUE,10314,4987.0,620000,2015-10-29,40.59517525,-74.1642213286
2756,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,108 RIVINGTON AVENUE,10314,4100.0,660000,2015-10-23,40.5974567,-74.1663526956
2757,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,23 BOWLING GREEN PLACE,10314,5200.0,753450,2016-08-10,40.59531375,-74.1652162957
2758,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,20 ROCKVILLE AVENUE,10314,4816.0,699000,2016-06-13,40.59674635,-74.1664391557
2759,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,80 ROCKVILLE AVENUE,10314,3588.0,570000,2016-01-15,40.5965031,-74.164955656
2760,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,73 SLEEPY HOLLOW ROAD,10314,3990.0,608000,2016-07-25,40.59470985,-74.16647925
2761,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,75 SLEEPY HOLLOW ROAD,10314,3900.0,595000,2016-02-19,40.59472915,-74.1665549216
2762,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,20 BOWLING GREEN PLACE,10314,4749.0,739999,2016-01-14,40.59491155,-74.1653397789
2763,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,32 SLEEPY HOLLOW ROAD,10314,2491.0,550000,2016-08-10,40.59406865,-74.1651584984
2764,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,74 MULBERRY AVENUE,10314,2667.0,330000,2015-10-22,40.5957501,-74.1677364439
2765,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,1206 ROCKLAND AVENUE,10314,4720.0,583000,2015-12-30,40.5932563,-74.156990208
2766,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,47 GADSEN PLACE,10314,3480.0,535000,2016-04-20,40.59260345,-74.1602794388
2767,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,23 MERRYMOUNT STREET,10314,4750.0,600000,2016-04-13,40.59250435,-74.1566091589
2768,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,118 KEATING PLACE,10314,5040.0,610000,2016-07-25,40.5922855,-74.1562000053
2769,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,400 TRAVIS AVENUE,10314,3288.0,576000,2016-04-26,40.58898925,-74.1556508025
2770,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,388 TRAVIS AVENUE,10314,3288.0,50000,2015-10-07,40.58877115,-74.1552860438
2771,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,583 KLONDIKE AVENUE,10314,5280.0,512500,2016-04-22,40.5883081,-74.1553944031
2772,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,910 ROCKLAND AVENUE,10314,2172.0,440000,2015-10-21,40.58832755,-74.1478430179
2773,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,904 ROCKLAND AVENUE,10314,2172.0,415000,2016-07-05,40.58832735,-74.1476584383
2774,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,69 LEWISTON STREET,10314,3675.0,450000,2016-02-26,40.5860573,-74.1486459095
2775,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,51 LEWISTON STREET,10314,2625.0,579000,2016-08-22,40.58651685,-74.1480938339
2776,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,68 BRAISTED AVENUE,10314,4000.0,530000,2015-12-16,40.5886382,-74.1518141546
2777,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,66 MONAHAN AVENUE,10314,3675.0,640000,2016-08-23,40.58797425,-74.1490585313
2778,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,1062 ROCKLAND AVENUE,10314,2581.0,495000,2016-06-21,40.59089545,-74.1527636
2779,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,68 NEHRING AVENUE,10314,2750.0,247500,2015-12-23,40.59057205,-74.1566618477
2780,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,76 NEHRING AVENUE,10314,2750.0,480500,2016-01-04,40.5903861,-74.1568359942
2781,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,175 MC VEIGH AVENUE,10314,2400.0,490000,2016-08-04,40.5899406,-74.1548088485
2782,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,205 MC VEIGH AVENUE,10314,2400.0,436000,2016-01-05,40.59033235,-74.1555038868
2783,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,63 RADFORD STREET,10314,4180.0,685000,2015-11-24,40.59047195,-74.1617391018
2784,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,2 VASSAR STREET,10314,4845.0,675000,2016-05-31,40.58972395,-74.15876355
2785,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,310 NOME AVENUE,10314,3300.0,410000,2016-01-29,40.5876144,-74.1607778
2786,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,11 PURDUE STREET,10314,2600.0,548000,2015-11-03,40.5867718,-74.1598851
2787,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,31 LEASON PLACE,10314,3072.0,555000,2016-02-04,40.5838991,-74.1502153481
2788,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,35 SHALE STREET,10314,2626.0,450000,2016-06-07,40.5841037,-74.1501726869
2789,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,81 FURNESS PLACE,10314,4100.0,550000,2015-10-23,40.58619465,-74.1533706154
2790,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,416 KLONDIKE AVENUE,10314,2940.0,410000,2015-10-22,40.5853755,-74.151113554
2791,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,155 KELLY BOULEVARD,10314,4200.0,560000,2015-11-24,40.58599885,-74.1546396909
2792,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,36 BANGOR STREET,10314,4100.0,728000,2016-07-11,40.5846556,-74.153012264
2793,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,632 KLONDIKE AVENUE,10314,4410.0,640000,2016-03-07,40.5889036,-74.157415763
2794,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,77 COPLEY STREET,10314,4400.0,631000,2016-06-01,40.58796455,-74.156459786
2795,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,24 COPLEY STREET,10314,4200.0,580000,2015-10-23,40.58714605,-74.1559021
2796,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,12 COPLEY STREET,10314,4550.0,665000,2016-06-14,40.586948,-74.1555482377
2797,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,81 BOWDOIN STREET,10314,4000.0,400000,2016-03-04,40.58768495,-74.1575438343
2798,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,216 NOME AVENUE,10314,4100.0,590000,2016-06-01,40.5862037,-74.1584033471
2799,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,166 NOME AVENUE,10314,4200.0,650000,2015-11-19,40.58545655,-74.1570434867
2800,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,16 ELWOOD AVENUE,10314,4100.0,649000,2015-12-15,40.5851444,-74.158074662
2801,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,196 BRIDGETOWN STREET,10314,5700.0,550000,2016-04-21,40.58320655,-74.156947297
2802,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,26 CHESTERFIELD LANE,10314,2300.0,595000,2016-07-20,40.57987585,-74.1584955684
2803,STATEN ISLAND,NEWSPRINGVILLE,TWO FAMILY,12 MARISA COURT,10314,2352.0,550000,2016-04-27,40.5818867,-74.1572584595
2804,STATEN ISLAND,NEWSPRINGVILLE,THREE FAMILY,55 RACAL COURT,10314,3124.0,625000,2016-02-05,40.5860759,-74.1647038
2805,STATEN ISLAND,NEWSPRINGVILLE,THREE FAMILY,59 RACAL COURT,10314,6552.0,642000,2016-03-18,40.5859816,-74.1647942
2806,STATEN ISLAND,NEWSPRINGVILLE,THREE FAMILY,424 NOME AVENUE,10314,4075.0,570000,2015-10-06,40.5894355,-74.1640498461
2807,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,1286 ROCKLAND AVENUE,10314,,255000,2016-02-16,40.5945475,-74.1596610658
2808,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,1292 ROCKLAND AVENUE,10314,,23778,2015-12-11,40.5944725,-74.1601109506
2809,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,1298 ROCKLAND AVENUE,10314,,180000,2015-11-20,40.594977,-74.1599891344
2810,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,1302 ROCKLAND AVENUE,10314,,255000,2015-12-18,40.5947762,-74.1606861894
2811,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,23 GADSEN PLACE,10314,,217500,2016-07-08,40.5929262,-74.15958665
2812,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,23 GADSEN PLACE,10314,,215000,2016-01-22,40.5929262,-74.15958665
2813,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,25 GADSEN PLACE,10314,,140000,2015-12-30,40.5928563,-74.1596527025
2814,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,25 GADSEN PLACE,10314,,205000,2015-11-12,40.5928563,-74.1596527025
2815,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,27 GADSEN PLACE,10314,,205000,2016-03-09,40.59275325,-74.1597636469
2816,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - WALKUP,27 GADSEN PLACE,10314,,180000,2016-02-19,40.59275325,-74.1597636469
2817,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,90 RICHMOND HILL ROAD,10314,,270000,2016-07-22,40.58664885,-74.1651807477
2818,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,215000,2016-03-08,40.58196165,-74.1615662213
2819,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,107000,2016-01-19,40.58196165,-74.1615662213
2820,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,240000,2016-05-16,40.58196165,-74.1615662213
2821,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,235388,2016-06-30,40.58196165,-74.1615662213
2822,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,219000,2016-05-19,40.58196165,-74.1615662213
2823,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,235000,2016-05-24,40.58196165,-74.1615662213
2824,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,165000,2016-02-02,40.58196165,-74.1615662213
2825,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,120000,2016-06-08,40.58196165,-74.1615662213
2826,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,215000,2016-06-24,40.58196165,-74.1615662213
2827,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,225000,2016-01-20,40.58196165,-74.1615662213
2828,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,107000,2016-01-19,40.58196165,-74.1615662213
2829,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,112000,2016-04-25,40.58196165,-74.1615662213
2830,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,190000,2015-12-20,40.58196165,-74.1615662213
2831,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,215000,2016-08-31,40.58196165,-74.1615662213
2832,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,199000,2015-10-02,40.58196165,-74.1615662213
2833,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,2 ELMWOOD PARK DRIVE,10314,,110000,2016-07-26,40.58196165,-74.1615662213
2834,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,5 WINDHAM LOOP,10314,,240000,2016-08-24,40.5779257,-74.1627692
2835,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,11 WINDHAM LOOP,10314,,232500,2016-04-04,40.5781827,-74.1626868
2836,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,11 WINDHAM LOOP,10314,,50000,2016-09-07,40.5781827,-74.1626868
2837,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,11 WINDHAM LOOP,10314,,205000,2015-12-21,40.5781827,-74.1626868
2838,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,5 WINDHAM LOOP,10314,,208000,2016-01-15,40.5779257,-74.1627692
2839,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,5 WINDHAM LOOP,10314,,275000,2015-12-11,40.5779257,-74.1627692
2840,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,5 WINDHAM LOOP,10314,,230000,2016-07-18,40.5779257,-74.1627692
2841,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,5 WINDHAM LOOP,10314,,215000,2016-06-27,40.5779257,-74.1627692
2842,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,5 WINDHAM LOOP,10314,,304000,2016-07-29,40.5779257,-74.1627692
2843,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,11 WINDHAM LOOP,10314,,325000,2016-07-18,40.5781827,-74.1626868
2844,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,11 WINDHAM LOOP,10314,,97500,2015-10-27,40.5781827,-74.1626868
2845,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,11 WINDHAM LOOP,10314,,185000,2016-06-29,40.5781827,-74.1626868
2846,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,5 WINDHAM LOOP,10314,,227500,2015-10-07,40.5779257,-74.1627692
2847,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,5 WINDHAM LOOP,10314,,285000,2015-11-10,40.5779257,-74.1627692
2848,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,95 ESSEX DRIVE,10314,,307500,2016-05-11,40.58122535,-74.1583122099
2849,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,95 ESSEX DRIVE,10314,,342000,2016-07-08,40.58122535,-74.1583122099
2850,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,95 ESSEX DRIVE,10314,,317500,2016-08-15,40.58122535,-74.1583122099
2851,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,75 ESSEX DRIVE,10314,,185000,2016-03-02,40.58159165,-74.157935181
2852,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,75 ESSEX DRIVE,10314,,275000,2016-01-19,40.58159165,-74.157935181
2853,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,75 ESSEX DRIVE,10314,,202698,2016-06-24,40.58159165,-74.157935181
2854,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,75 ESSEX DRIVE,10314,,223540,2016-01-30,40.58159165,-74.157935181
2855,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,120 WELLINGTON COURT,10314,,205000,2015-11-09,40.5803536,-74.1578313332
2856,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,120 WELLINGTON COURT,10314,,310000,2016-07-20,40.5803536,-74.1578313332
2857,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,41 WELLINGTON COURT,10314,,59935,2016-02-17,40.5814222,-74.1560414108
2858,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,41 WELLINGTON COURT,10314,,320000,2015-11-10,40.5814222,-74.1560414108
2859,STATEN ISLAND,NEWSPRINGVILLE,CONDOS - ELEVATOR,171 WELLINGTON COURT,10314,,285000,2015-12-23,40.5789822,-74.1585552582
